,query,region,title,excerpt,date,source,link
75,semiconductor,china,5G chipmaker Sumitomo Electric hedges bet on top client ...,"The semiconductors generate tens of billions of yen (10 billion yen ... 
Huawei is caught in the U.S.-China frictions, and its products are ...",21 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Electronics/5G-chipmaker-Sumitomo-Electric-hedges-bet-on-top-client-Huawei
76,semiconductor,china,Chipmaking Tool Supplier Expects Demand Boom to Last Years,"The provider of semiconductor fabrication tools expects orders from ... 
ongoing U.S.-China trade tensions, with several Chinese companies ...",14 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-15/chipmaking-tool-supplier-expects-demand-boom-to-last-years
77,semiconductor,china,Japan's Renesas steps in to ease automotive chip shortage,"Asahi Kasei halted output of a semiconductor after a massive fire in 
October at a plant operated by group company Asahi Kasei Microdevices.",27 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Tech/Semiconductors/Japan-s-Renesas-steps-in-to-ease-automotive-chip-shortage
78,semiconductor,china,Chinese telcos face sell-off risks ahead of New York bourse expulsion,"to Semiconductor Manufacturing International Corp. The US exchange will 
remove American depositary receipts (ADRs) issued by China Telecom, ...",1 Jan 2021,South China Morning Post,https://www.scmp.com/business/companies/article/3116108/china-mobile-telco-peers-face-selling-pressure-hong-kong-nyse
79,semiconductor,china,The Chip Industry's Next-Gen Roadmap - SemiEngineering,"SE: China's government is pouring $150 billion of funding to develop its 
semiconductor industry. The European Union (EU) recently launched a ...",21 Jan 2021,Semiconductor Engineering,https://semiengineering.com/the-chip-industrys-next-gen-roadmap/
80,semiconductor,china,Chinese telcos face sell-off risks ahead of New York bourse expulsion,"to Semiconductor Manufacturing International Corp. The US exchange will 
remove American depositary receipts (ADRs) issued by China Telecom, ...",1 Jan 2021,South China Morning Post,https://www.scmp.com/business/companies/article/3116108/china-mobile-telco-peers-face-selling-pressure-hong-kong-nyse
81,semiconductor,china,The Chip Industry's Next-Gen Roadmap - SemiEngineering,"SE: China's government is pouring $150 billion of funding to develop its 
semiconductor industry. The European Union (EU) recently launched a ...",21 Jan 2021,Semiconductor Engineering,https://semiengineering.com/the-chip-industrys-next-gen-roadmap/
82,semiconductor,china,China FTSE Russell to Remove More Chinese Companies ...,"The three companies being removed are China United Network Communications, 
Semiconductor Manufacturing International Corporation and Nanjing ...",6 Jan 2021,Regulation Asia,https://www.regulationasia.com/ftse-russell-to-remove-more-chinese-companies-from-indexes/
83,semiconductor,china,"Intel's build-in-America emphasis is about more than profits — it's also 
about national security","The Chinese show of force came days after investors sent shares of 
semiconductor giant Intel Corp. INTC, -0.95% tumbling, thanks in part to ...",28 Jan 2021,MarketWatch,https://www.marketwatch.com/story/intels-build-in-america-emphasis-is-about-more-than-profits-its-also-about-national-security-11611790350
84,semiconductor,china,U.S. Government Sanctions Chinese and Russian Entities and ...,"On December 18, BIS announced export sanctions against Semiconductor 
Manufacturing International Corporation (“SMIC”), ...",14 Jan 2021,JD Supra,https://www.jdsupra.com/legalnews/u-s-government-sanctions-chinese-and-5672647/
85,semiconductor,china,China Forecast to Fall Far Short of its “Made in China 2025 ...,"IC Insights forecasts China-produced ICs will represent only 19.4% of its 
IC market in 2025, a fraction of the Made in China 2025 goal of ...",13 Jan 2021,EE Times Asia,https://www.eetasia.com/china-forecast-to-fall-far-short-of-its-made-in-china-2025-goals-for-ics/
86,semiconductor,china,How did we end up with this chip shortage?,"From India to China to the US, automakers cannot make vehicles — not ... 
Consider the number and types of semiconductor chips that go into a ...",24 Jan 2021,Taipei Times,https://taipeitimes.com/News/biz/archives/2021/01/24/2003751098
87,semiconductor,china,Semiconductor Shortage Delays Global Automotive Sector ...,"Chinese local brands may be less affected than many global brands as they 
were more optimistic about the local market recovery and placed larger ...",29 Jan 2021,Fitch Ratings,https://www.fitchratings.com/research/corporate-finance/semiconductor-shortage-delays-global-automotive-sector-recovery-29-01-2021
88,semiconductor,china,Top 10 Chinese listed companies by market value ...,"Replacing the Industrial and Commercial Bank of China, Taiwan Semiconductor 
Manufacturing Company took third on the list.",8 Jan 2021,China Daily,https://www.chinadaily.com.cn/a/202101/08/WS5ff78dc0a31024ad0baa1377.html
89,semiconductor,china,Still Own Blacklisted Chinese Stocks? You May Be Stuck in Limbo for a While.,"... decision to delist three Chinese telecoms, China Telecom (ticker: CHA), 
... Chinese oil company Cnooc (CEO) and chip maker Semiconductor ...",30 Jan 2021,Barron's,https://www.barrons.com/articles/still-own-blacklisted-chinese-stocks-why-investors-may-be-in-limbo-for-a-while-51612015200
90,semiconductor,china,"Microchip, mega battle for US and China - Michael Collins ...","In September, however, the semiconductor maker reduced the asking price of 
its offer by 25%. Days later, the company postponed indefinitely ...",17 Jan 2021,Livewire Markets,https://www.livewiremarkets.com/wires/microchip-mega-battle-for-us-and-china
91,semiconductor,china,Vietnam courts chip investment to power up digital economy,"Whether Vietnam secures Samsung's investment in semiconductor ... to absorb 
significantly more manufacturing from China and move up the ...",29 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Economy/Vietnam-courts-chip-investment-to-power-up-digital-economy
92,semiconductor,china,VW Loses Tens of Thousands of Cars in China on Chip ...,"Carmakers around the world have been hit in recent weeks by a worsening 
global semiconductor shortage that's led to production cuts and staff ...",19 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-20/vw-loses-tens-of-thousands-of-cars-in-china-on-chip-shortage
93,semiconductor,china,SK Hynix to move chip facilities to China to meet rising demand,"2 semiconductor company said it expects demand for foundry chips based on 
8-inch wafers will remain strong for some time, as the supply of ...",29 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Technology/SK-Hynix-to-move-chip-facilities-to-China-to-meet-rising-demand
94,semiconductor,china,"Biden’s commerce secretary pick pledges a tough line on China but doesn’t 
detail how she’d deal with Huawei","... more than 300 Chinese entities, including the telecom equipment 
manufacturer Huawei, large semiconductor and drone manufacturers, ...",26 Jan 2021,The Washington Post,https://www.washingtonpost.com/technology/2021/01/26/gina-raimondo-confirmation-china/
95,semiconductor,china,Biden's China Policy Depends on What Xi Jinping Will Do,"So far, the Chinese president seems unwilling to change his ... In August, 
he unveiled juicy tax breaks to semiconductor companies.",26 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-26/biden-s-china-policy-depends-on-what-xi-jinping-will-do
96,semiconductor,china,Three Possible 2021 Outcomes: Pick Only One,"The impacts of COVID-19 and China's semiconductor push on the health of the 
chip market. Three very different ways that the market could evolve.",19 Jan 2021,Electronic Design,https://www.electronicdesign.com/industrial-automation/article/21152716/objective-analysis-three-possible-2021-outcomes-pick-only-one
97,semiconductor,china,5 Semiconductor Stocks to Buy as Supply Shortage Boosts Demand,"Also, microchip demand has been getting a boost from the 5G boom in Europe 
and parts of Asia, including China and Singapore.",26 Jan 2021,Yahoo Finance,https://finance.yahoo.com/news/5-semiconductor-stocks-buy-supply-114711279.html
98,semiconductor,china,Taiwan's MediaTek Surpasses Qualcomm as China's ...,"Taiwan-based semiconductor producer MediaTek outperformed Qualcomm as 
China's largest smartphone chip supplier in the second half of 2020, ...",25 Jan 2021,Caixin Global,https://www.caixinglobal.com/2021-01-25/taiwans-mediatek-surpasses-qualcomm-as-chinas-smartphone-chip-supplier-of-choice-as-us-sanctions-bite-101655372.html
99,semiconductor,china,Toyota shut Chinese line for 2 days due to global chip shortage,"Production of both models has dropped. The venture will continue to review 
semiconductor procurement volumes, looking to attain stable supplies ...",13 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Automobiles/Toyota-shut-Chinese-line-for-2-days-due-to-global-chip-shortage
100,semiconductor,china,US stock blacklists ripple through Hong Kong and China ...,"... Chinese military, including top chipmaker Semiconductor Manufacturing 
International Corp., or SMIC, and multinational oil company CNOOC.",11 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Markets/US-stock-blacklists-ripple-through-Hong-Kong-and-China-markets
101,semiconductor,china,Semiconductor shortage to cause rise in prices in 2021,"The prices of semiconductors are expected to rise due to ... This price 
hike also being witnessed by Chinese companies like Goodix, ...",4 Jan 2021,Gizmochina,https://www.gizmochina.com/2021/01/04/semiconductor-shortage-cause-rise-in-prices-2021/
102,semiconductor,china,Biden to approach U.S.-China relations with 'patience',"China's President Xi Jinping, speaking at a virtual meeting of the World 
... SEMI, which represents semiconductor equipment makers and ...",25 Jan 2021,Reuters,https://www.reuters.com/article/us-usa-biden-china-idUSKBN29U28H
103,semiconductor,china,How Trump Lost His Trade War With China,"How China Won Trump's Trade War and Got Americans to Foot the Bill ... and 
microchip maker Semiconductor Manufacturing International Corp.",11 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-11/how-china-won-trump-s-good-and-easy-to-win-trade-war
104,semiconductor,china,How “ASML's architects” was published in China and ...,"One lives in the Netherlands and is called Guoqiao Tao. He's a 
semiconductor veteran, who has worked in the Dutch semicon industry for 
over thirty years, ...",28 Jan 2021,Bits-chips,https://bits-chips.nl/artikel/how-asmls-architects-was-published-in-china-and-reprinted-three-times/
105,semiconductor,china,Global chip shortage to spur price hikes,"As a global semiconductor shortage boosts their pricing power, TSMC, ... 
The FT's Yuan Yang unpacks the dark side of China's food delivery ...",27 Jan 2021,Ft,https://amp.ft.com/content/84487014-bf25-4837-8562-2f41a035776a
106,semiconductor,china,Analysis: The trillion dollar weapon in the U.S.-China tech stock war,"Analysis: The trillion dollar weapon in the U.S.-China tech stock war ... 
on Trump's list like China Mobile, China Telecom and semiconductor ...",12 Jan 2021,Reuters,https://www.reuters.com/article/us-china-usa-listings-indexes-analysis-idUSKBN29H20P
107,semiconductor,china,Computer chip shortage disrupts global car production,"""With lead times of six to nine months, the semiconductor ... told DW that 
the chip shortage had affected production at its plants in China, ...",14 Jan 2021,DW,https://www.dw.com/en/computer-chip-shortage-disrupts-global-car-production/a-56224486
108,semiconductor,china,China's Top Chipmaker Stops Trading Shares in US After ...,"Shanghai-based Semiconductor Manufacturing International Corp. (SMIC) 
delisted from the New York Stock Exchange in 2019, but continued to ...",7 Jan 2021,Caixin Global,https://www.caixinglobal.com/2021-01-07/chinas-top-chipmaker-stops-trading-shares-in-us-after-blacklisting-101647865.html
109,semiconductor,china,Crises at home leave Biden little time for Asia in first 100 days,"While Trump encouraged U.S. companies to shift production away from China, 
few, especially semiconductor players, have done so because ...",19 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Spotlight/Asia-Insight/Crises-at-home-leave-Biden-little-time-for-Asia-in-first-100-days
110,semiconductor,china,German carmakers enlist Merkel as they battle chip shortage,"The semiconductor bottlenecks could last for several weeks, ... were 
enjoying a strong rebound in car sales, particularly in China.",19 Jan 2021,Financial Times,https://www.ft.com/content/665aa87d-046b-4ecd-97a7-a797e0357a32
111,semiconductor,china,Japan Inc prepares for automation bonanza in China,"TOKYO -- China is leaning harder than ever on automation as a way to keep 
... and in China makers of electric vehicles, semiconductors, ...",27 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Electronics/Japan-Inc-prepares-for-automation-bonanza-in-China
112,semiconductor,china,Taiwan's most valuable AI chip startup eyes global expansion,"... including Taiwan Semiconductor Manufacturing Co., MediaTek and United 
Microelectronics Corp. It is a stark contrast to China, ...",19 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Startups/Taiwan-s-most-valuable-AI-chip-startup-eyes-global-expansion
113,semiconductor,china,Startups Look Forward as China Cracks Down on Alibaba ...,"Chinese leader Xi Jinping has made clear he wants the country to prioritize 
supercomputing and semiconductors over smartphone games and ...",20 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-20/startups-look-forward-as-china-cracks-down-on-alibaba-baba-tencent-tcehy
114,semiconductor,china,Trading in 12 off-exchange Chinese securities to be restricted,"It said quoting in nine symbols, including those of China Railway 
Construction Corp, Nanjing Panda Electronics Co, and Semiconductor ...",7 Jan 2021,Reuters,https://www.reuters.com/article/us-usa-markets-china-otc-markets-grp-idUSKBN29C2UW
115,semiconductor,china,Asia tech share rally helps boost global markets,"Chipmakers also rallied, with China's Semiconductor Manufacturing 
International Corp up as much as 8.3 per cent. In South Korea, stocks 
were ...",24 Jan 2021,Financial Times,https://www.ft.com/content/2244c34d-a963-4da6-a1e7-811dd5c6d692
116,semiconductor,china,"To Beat China on Tech, Biden Will Have to Learn from It","His administration used nearly every weapon at America's disposal to pummel 
Chinese tech companies—such as semiconductor giant SMIC and ...",27 Jan 2021,WIRED,https://www.wired.com/story/beat-china-tech-biden/
117,semiconductor,china,SMIC Shares Reverse Losses As Company Seemingly Retains Disgruntled CEO,"Shares of China's Semiconductor Manufacturing International Corporation 
(SMIC) gained during trading today in Hong Kong after closing ...",4 Jan 2021,Wccftech,https://wccftech.com/smic-shares-reverse-losses-as-company-seemingly-retains-disgruntled-ceo/
118,semiconductor,china,Volkswagen cuts production further over semiconductor ...,"EXCLUSIVE China Evergrande in talks with Xiaomi consortium to sell EV unit 
stake-sources · Musk says Tesla likely to launch humanoid robot ...",13 Jan 2021,Reuters,https://www.reuters.com/business/autos-transportation/volkswagen-cuts-production-further-over-semiconductor-shortage-2021-01-13/
119,semiconductor,china,Semiconductor shortage forces automobile production cuts,"DETROIT (AP) — A widening global shortage of semiconductors for auto parts 
... sanctions on 11 Chinese companies for alleged labor abuses.",8 Jan 2021,AP News,https://apnews.com/article/coronavirus-pandemic-bb12adb6106019a618440d85fd91f77e
120,semiconductor,china,Chinese hacking group 'Chimera' targets Taiwanese chip and ...,"An advanced threat protection group from China is allegedly ... Chinese 
APTs targeted various Taiwanese semiconductor companies base in the ...",21 Jan 2021,SiliconANGLE,https://siliconangle.com/2021/01/21/chinese-hacking-group-chimera-targets-taiwanese-semiconductor-airline-companies/
121,semiconductor,china,Korea's chip industry set to soar in 2021,"SMIC is China's largest semiconductor foundry company and produces chips 
for numerous Chinese IT firms including Huawei.",6 Jan 2021,The Korea Times,https://www.koreatimes.co.kr/www/tech/2021/01/133_301873.html
122,semiconductor,china,Honda to close Swindon plant next week due to semiconductor shortage,"But a faster-than-expected recovery in China and robust sales in the US 
mean that semiconductor makers have been unable to meet the rising ...",13 Jan 2021,Financial Times,https://www.ft.com/content/7dd2d5d1-6728-460b-a868-0eea92166015
123,semiconductor,china,Global semiconductor shortage will disrupt auto supply chain ...,"A global shortage of semiconductor computer chips, brought on by the ... 
The issue first came to light in late-2020 in India and China but, ...",21 Jan 2021,Autocar Professional,https://www.autocarpro.in/news-international/global-semiconductor-shortage-will-disrupt-supply-chain-well-into-2021-78303
124,semiconductor,china,Xiaomi denies any ties with Chinese military,"Other Chinese companies that were already on the list included Huawei, 
Hikvision, Inspur, Panda Electronics, and Semiconductor Manufacturing ...",18 Jan 2021,ZDNet,https://www.zdnet.com/article/xiaomi-denies-any-ties-with-chinese-military/
125,semiconductor,china,What Do the Two U.S. Blacklists of Chinese Companies Do?,"China National Offshore Oil Corp., the nation's main deepwater explorer, is 
among those on the Entity List. So is Semiconductor Manufacturing ...",15 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-15/what-do-the-two-u-s-blacklists-of-chinese-companies-do-q-a
126,semiconductor,china,"Alibaba and Tencent shares fall after report says they could be added to 
U.S. blacklist","In December, the U.S. added Chinese drone company DJI and Semiconductor 
Manufacturing International to a trade blacklist.",7 Jan 2021,CNBC,https://www.cnbc.com/2021/01/07/alibaba-and-tencent-shares-fall-on-us-blacklist-report.html
127,semiconductor,china,Honor launches first phone since being sold by Huawei after U.S. sanctions,"Honor, the Chinese smartphone brand formerly owned by Huawei, launched the 
... China's number one smartphone semiconductor supplier in 2020.",21 Jan 2021,CNBC,https://www.cnbc.com/2021/01/22/honor-v40-launch-former-huawei-units-first-smartphone-since-being-sold.html
128,semiconductor,china,Intel increases Vietnam chip investment by nearly 50%,"Separately the U.S. semiconductor giant has said it is likely to tap ... to 
Apple supplier Pegatron relocating from China in recent years ...",27 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Technology/Intel-increases-Vietnam-chip-investment-by-nearly-50
129,semiconductor,china,Goldman Sachs Upgrades Chinese Chipmaker SMIC On Strong Domestic Demand,"Inside a clean room of China's Semiconductor Manufacturing International 
Corporation (SMIC). The company's shares closed 1.20% higher in ...",19 Jan 2021,Wccftech,https://wccftech.com/goldman-sachs-upgrades-chinese-chipmaker-smic-on-strong-domestic-demand/
130,semiconductor,china,What the Cold War can teach Washington about Chinese tech ...,"... semiconductor manufacturing equipment, and Weinberger could be speaking 
of today's trade tensions between the United States and China.",12 Jan 2021,Brookings Institution,https://www.brookings.edu/techstream/what-the-cold-war-can-teach-washington-about-chinese-tech-tensions/
131,semiconductor,china,Explained: How China plans to prevent further US sanctions on its companies,"Over the past few months, the US has targeted several Chinese tech giants, 
including TikTok and Huawei. China's largest chipmaker Semiconductor ...",12 Jan 2021,The Indian Express,https://indianexpress.com/article/explained/how-china-plans-to-prevent-further-us-sanctions-on-its-companies-7142254/
132,semiconductor,china,Beijing Won’t Bow to Bluster on Taiwan,"For its part, China has launched one of the greatest military buildups ... 
semiconductor industry, controlling Taiwan would put China on the ...",11 Jan 2021,The Wall Street Journal,https://www.wsj.com/articles/beijing-wont-bow-to-bluster-on-taiwan-11610406774
133,semiconductor,china,Intel CEO's New Crusade Pits Investors Against U.S. Interests,"... to keep most of Intel's semiconductor production in-house. ... and the 
U.S. China is the biggest consumer of semiconductors and the ...",22 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-22/intel-ceo-s-new-crusade-pits-investors-against-u-s-interests
134,semiconductor,china,Hard-To-Hire Engineering Jobs - SemiEngineering ...,"“The semiconductor industry in China is very hot now, and a lot of new 
companies, including wafer fab and design house, have started up. That ...",13 Jan 2021,Semiconductor Engineering,https://semiengineering.com/hard-to-hire-engineering-jobs/
135,semiconductor,china,Chinese Startups And Venture Capitalists Bet Big On Open Source RISC-V,"The consensus among Chinese semiconductor practitioners is clear: China 
must ""break the siege"" by setting up its own entire semiconductors ...",5 Jan 2021,China Money Network,https://www.chinamoneynetwork.com/2021/01/05/chinese-startups-and-venture-capitalists-bet-big-on-open-source-risc-v
136,semiconductor,china,"FACTBOX-List of Chinese firms designated by U.S. as military-linked, along 
with subsidiaries","While global index providers have been removing Chinese companies from ... 
Electronics Co Ltd Semiconductor Manufacturing International Corp ...",4 Jan 2021,Reuters,https://www.reuters.com/article/usa-china-securities-companies-idUSL4N2JF0TE
137,semiconductor,china,The Digital War: US-China Tech Competition in the Biden Era,"Both Chinese and U.S. semiconductor players are looking for a new 
equilibrium from the Biden administration. Third, in a rare consensus 
among ...",26 Jan 2021,The Diplomat,https://thediplomat.com/2021/01/the-digital-war-us-china-tech-competition-in-the-biden-era/
138,semiconductor,china,Samsung to pour $30bn into booming chip business,"Samsung's semiconductor business boasted a 27% operating profit ... They 
are gaining market share not only in China, but also in India and ...",9 Jan 2021,Nikkei Asia,https://asia.nikkei.com/Business/Technology/Samsung-to-pour-30bn-into-booming-chip-business
139,semiconductor,china,Analysis | Why Taiwan Is the Biggest Risk for a U.S.-China Clash,"From Cold War skirmishes to China's economic opening, ... to become a 
critical supplier of semiconductors and other high-tech goods.",28 Jan 2021,The Washington Post,https://www.washingtonpost.com/business/why-taiwan-is-the-biggest-risk-for-a-us-china-clash/2021/01/27/185d96f6-60eb-11eb-a177-7765f29a9524_story.html
140,semiconductor,china,China may fail to achieve its 2025 chip self sufficiency target ...,"The new market research has revealed that only 19.4 percent of the ICs in 
its market will have been produced locally. China. According to ...",11 Jan 2021,Gizmochina,https://www.gizmochina.com/2021/01/11/china-fall-short-2025-chip-self-sufficiency-target/
141,semiconductor,china,Huawei's struggles likely to continue in 2021: Analysts,"The Chinese company has denied it is a risk. ... companies doing business 
in the U.S., which led to Taiwan Semiconductor Manufacturing Co.",7 Jan 2021,Taiwan News,https://www.taiwannews.com.tw/en/news/4096354
142,semiconductor,china,Chip-Maker SMIC Tries to Work Around Import Restrictions,"... top economies, Semiconductor Manufacturing International Corp. ... the 
most from the ongoing trade war between the U.S. and China.",12 Jan 2021,Tom's Hardware,https://www.tomshardware.com/news/smic-import-restrictions
143,semiconductor,china,Trump's China tech war backfires on automakers as chips run short,"One automaker moved chip production from China's Semiconductor 
Manufacturing International, or SMIC, which was hit with U.S. government ...",17 Jan 2021,Gulf News,https://gulfnews.com/auto/news/trumps-china-tech-war-backfires-on-automakers-as-chips-run-short-1.1610876601914
144,semiconductor,china,"Carmakers, Chip Industry Crash Into a Supply and Demand ...","The auto industry and makers of semiconductors have gotten their supply ... 
From India to China to the United States, carmakers can't make ...",18 Jan 2021,Bloomberg.com,https://www.bloomberg.com/opinion/articles/2021-01-18/carmakers-chip-industry-crash-into-a-supply-and-demand-crisis
145,semiconductor,china,Viewpoint: Chinese demand supports germanium prices,"The 5G network will require existing and emerging semiconductor materials 
such as compound semiconductors — microchip wafers made out of two ...",6 Jan 2021,Argus Media,https://www.argusmedia.com/en/news/2174432-viewpoint-chinese-demand-supports-germanium-prices
146,semiconductor,china,A Chinese hacking group is stealing airline passenger details,"These attacks targeted semiconductor and airline companies in different 
geographical areas, and not just Asia, NCC and Fox-IT said.",20 Jan 2021,ZDNet,https://www.zdnet.com/article/a-chinese-hacking-group-is-stealing-airline-passenger-details/
147,semiconductor,china,How China won Trump's trade war and got Americans to foot ...,"How China won Trump's trade war and got Americans to foot the bill ... and 
microchip maker Semiconductor Manufacturing International.",13 Jan 2021,The Straits Times,https://www.straitstimes.com/business/economy/how-china-won-trumps-trade-war-and-got-americans-to-foot-the-bill
148,semiconductor,china,Coronavirus drives retreat of Chinese VCs to safer deals,"Semiconductor, online education and healthcare start-ups found the most 
favour with VC investors. Spurred by Beijing's multibillion-dollar ...",20 Jan 2021,Financial Times,https://www.ft.com/content/e2a5ca98-6090-4dc6-bc70-d2768978e488
149,semiconductor,china,Electronic components sector to gain traction - Chinadaily.com ...,"For instance, many Chinese robot makers rely on foreign companies for ... 
Currently, there is also a shortage of semiconductors necessary ...",30 Jan 2021,China Daily,https://global.chinadaily.com.cn/a/202101/30/WS6014a032a31024ad0baa6271.html
150,semiconductor,china,Trump's China Inc. Onslaught Leaves Key Decisions for Biden,"At the time, President Donald Trump's actions against China Inc. had ... 
the department said it was blacklisting chipmaker Semiconductor ...",15 Jan 2021,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-01-15/trump-s-onslaught-on-china-inc-leaves-key-decisions-for-biden
151,semiconductor,china,Electronic components sector to gain traction - Chinadaily.com ...,"For instance, many Chinese robot makers rely on foreign companies for ... 
Currently, there is also a shortage of semiconductors necessary ...",30 Jan 2021,China Daily,https://global.chinadaily.com.cn/a/202101/30/WS6014a032a31024ad0baa6271.html
